,Composite Sample Number,Composite Sample Name,Sub-sample Number,Sub-sample Name,Brand,Pack size,Purchase Date,Place of Purchase,Display Until Date,Best Before Date,Batch Number,Packaging,Sample Condition As Purchased,Post Purchase Storage
316,21,"Cabbage, white, raw ",21.1,"Tesco, British White Cabbage ",Tesco ,1 cabbage ,03.10.2011 ,"Tesco, Harford Bridges, Norwich ",09-Oct,12-Oct,Supplier code  PV ,Plastic ,Ambient ,Refrigerated 
317,21,"Cabbage, white, raw ",21.2,"Tesco, British White Cabbage ",Tesco ,1 cabbage ,03.10.2011 ,"Tesco, Blue Boar, Norwich ",07-Oct,10-Oct,Supplier code  PV ,Plastic ,Ambient ,Refrigerated 
318,21,"Cabbage, white, raw ",21.3,"Asda, British White Cabbage ",Asda ,1 cabbage ,03.10.2011 ,"Asda, Norwi ch ",Best Before Date: ,Batch Number: PLU577    T30000 5 ,PLU577    T30000 5 ,Plastic ,Ambient ,Refrigerated 
319,21,"Cabbage, white, raw ",21.4,"Asda, British White Ca bbage ",Asda ,1 cabbage ,03.10.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: PLU577    T30000 4&5 ,PLU577    T30000 4&5 ,Plastic ,Ambient ,Refrigerated 
320,21,"Cabbage, white, raw ",21.6,"Morrisons, White Cabbage ",Morrisons ,1 cabbage ,,"Morrisons, Norwich ",06-Oct,08-Oct,17729 -TH1VEG -2 27511MD     05:30 ,Plastic ,Ambient ,Refrigera ted 
321,21,"Cabbage, w hite, raw ",21.7,"Co-op, White c abbage , loose ",Co-op ,Loose ,03.10.2011 ,"The Co-operative , Earlham Green Lane, Norwich ",Best Before Date: ,Batch Number: ,Packaging: None ,None ,Ambient ,Refrigerated 
322,21,"Cabbage, white, raw ",21.8,"Aldi, White cabbage ",Aldi ,1 cabbage ,03.10.2011 ,,Best Before Date: ,Batch Number: Lot code: 40 03 ,Lot code: 40 03 ,Plastic ,Ambient ,Refrigerated 
323,21,"Cabbage, white, raw ",21.9,Market white cabbage ,Pack size: Loose ,Loose ,03.10.2011 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: None ,None ,Ambient ,Refrigerated 
324,21,"Cabbage, white, raw ",21.1,White cabbage ,DE Brand & Sons ,2 cabbages ,03.10.2011 ,"Makro, Norwich ",Best Before Date: ,Batch Number: Date code 273 Supp no  24477 ,Date code 273 Supp no  24477 ,Plastic ,Ambient ,Refrigerated 
325,21,"Cabbage, white, raw ",21.11,"Tesco, British white cabbage ",Tesco ,1 cabbage ,09.01.2012 ,"Tesco, Blue Boar Road, Norwich ",14-Jan,17-Jan,PV bar code 3050 ,Plastic ,Ambient ,
326,21,"Cabbage , white, raw ",21.12,"Tesco, British white cabbage ",Tesco ,1 cabbage ,09.01.2012 ,"Tesco, Harford Bridges, Norwich ",09-Jan,12-Jan,PV bar code 3050 ,Plastic ,Ambient ,Refrigerated 
327,21,"Cabbage, white, raw ",21.13,"Asda, British white cabbage ",Asda ,1 cabbage ,09.01.2012 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 5 PLU577  730000 ,5 PLU577  730000 ,Plastic ,Ambient ,Refrigerated 
328,21,"Cabbage, white, raw ",21.14,"Asda, British white cabbage ",Asda ,1 cabbage ,09.01.2012 ,"Asda, Norwich ",Best Before Date: ,Batch Number: PLU577  730000 ,PLU577  730000 ,Plastic ,Ambient ,Refrigerated 
329,21,"Cabbage, white, raw ",21.15,White cabbage (Sainsbury’s) ,Pack size: Whole cabbage loose ,Whole cabbage loose ,09.01.2012 ,"Sainbury’s, Longwater , Norwich ",Best Before Date: ,Batch Number: 7092 ,7092,None ,Ambient ,
330,21,"Cabbage, white, raw ",21.16,"Morrisons, White cabbage ",Morrisons ,1/2 cabbage ,09.01.2012 ,"Morrisons , Norwich ",12-Jan,14-Jan,32220 -TH1-VEG2C 00712GR    [clock]10:29 ,Plastic ,Ambient ,Refrigerated 
331,21,"Cabbage, white, raw ",21.17,White cabbage (Lidl) ,Pack size: Whole cabbage loos e ,Whole cabbage loos e ,09.01.2012 ,"Lidl, Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
332,21,"Cabbage, white, raw ",21.18,Market white cabbage ,Pack size: Loose whole cabbage ,Loose whole cabbage ,09.01.2012 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: None ,None ,,Refrigerated 
333,,"Cabbage, white, raw ",21.19,White cabbage ,D.E. Brand & Sons Ltd ,2 cabbages ,09.01.2012 ,"Makro, Norwich ",Date code: 003 ,Batch Number: Art no: 364558  Supp no: 24477 ,Art no: 364558  Supp no: 24477 ,Plastic ,Ambient ,Refrigerated 
334,22,"Cabbage, green, raw ",22.1,"Tesco, Lincolnshire green cabbage ",Tesco ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Tesco, Dereham ",21-Oct,23-Oct,PV 002339284 ,Plastic ,Ambient ,Refrigerated 
335,22,"Cabbage, green, raw ",22.2,"Tesco, Lincolnshire sweetheart cabbage ",Tesco ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Tesco, Dereham ",21-Oct,23-Oct,PV 004194517 ,Plastic ,Ambient ,Refrigerated 
336,22,"Cabbage, green, raw ",22.3,"Asda, British tenderheart cabbage ",Asda ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Asda, Norwich ",21-Oct,23-Oct,730000 04358585 ,Plastic ,Ambient ,Refrigerated 
337,22,"Cabbage, green, raw ",22.4,"Asda, British green cabbage ",Asda ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 730000 005181559 ,730000 005181559 ,Plastic ,Ambient ,Refrigerated 
338,22,"Cabbage, green, raw ",22.5,"Sainsbury’s, Br itish savoy cabbage ",Sainsbury’s ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Sainsbury’s, Longwater, Norwich ",20-Oct,22-Oct,M0259Q ,Plastic ,Ambient ,Refrigerated 
339,22,"Cabbage, green, raw ",22.6,"Morrisons, green cabbage ",Morrisons ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Morrisons, Norwich ",19-Oct,21-Oct,20306 -TH1-VEG2A 28811AB 02:07 ,Plastic ,Ambient ,Refrigerated 
340,22,"Cabbage, green, raw ",22.7,"The Co -operative, green cabbage ",The Co -operative ,Purchase Date: 17.10.2011 ,17.10.2011 ,"The Co -operative , Earlham Green Lane, Norwich ",22-Oct,26-Oct,M233 ,Plastic ,Ambient ,Refrigerated 
341,22,"Cabbage, green, raw ",,"Oaklands, British savoy cabbage ",Oaklands ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Lidl, Norwich ",Best Before Date: ,Batch Number: W1332(3) 4104 005021555 ,W1332(3) 4104 005021555 ,,Ambient ,Refrigerated 
342,22,"Cabbage, green, raw ",,"Tesco, Market Value, green cabbage ",Tesco Market Value ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Tesco, Dereham ",20-Oct,Batch Number: Supplier code: PV ,Supplier code: PV ,Plastic ,Ambient ,Refrigerated 
343,22,"Cabbage, green, raw ",22.1,Greengrocer savoy cabbage ,Pack size: ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Indep endent greengrocer, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated 
344,22,"Cabbage, green, raw ",22.11,"Farm Fresh, savoy c abbage ",Farm Fresh ,2,17.10.2011 ,"Booker, Norwich ",Best Before Date: ,Batch Number: 30/4  A22511 ,30/4  A22511 ,Plastic ,Refrigerated ,
345,22,"Cabbage, green, raw ",22.13,"Tesco, Lincolnshire sweetheart cabbage ",Tesco ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Tesco, Blue Boar Road, Norwich ",12-Jan,,PV ,Plastic ,Ambient ,Refrigerated 
346,22,"Cabbage, green, raw ",22.15,"Asda , tenderheart cabbage ",Asda ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 730000 6 003199285 (back of bag) ,730000 6 003199285 (back of bag) ,Plastic (open) ,Ambient ,Refrigerated 
347,22,"Cabbage, green, r aw ",22.16,"Sainsbury’s, green cabbage ",Sainsbury’s ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Sainsbury’s, Longwater, Norwich ",Best Before Date: 12 Jan ,12-Jan,,Plastic ,Ambient ,Refrigerated 
348,22,"Cabbage, green, raw ",22.17,"Morrisons, savoy cabbage ",Morrisons ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Morrisons, Norwich ",11-Jan,13-Jan,32241 -TH1-VEG1E  00712NZ  11:58 ,Plastic ,Ambient ,Refrigerated 
349,22,"Cabbage, green, raw ",22.2,"Tesco, Market Value, green cabbage ",Tesco Market Value ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Tesco, Blue Boar Road, Norwich ",13-Jan,Batch Number: Supplier code: PV ,Supplier code: PV ,Plastic ,Ambient ,Refrigerated 
350,22,"Cabbage, green, ra w ",22.21,Market savoy cabbage ,Pack size: ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated 
351,22,"Cabbage, green, raw ",22.22,"Makro, savoy cabbage ",Makro ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Makro, Norwich ",Best Before Date: ,Batch Number: Art no: 364519 supp no: 24477 date code: 003 ,Art no: 364519 supp no: 24477 date code: 003 ,Plastic ,Ambient ,Refrigerated 
352,23,"Cabbage, green, boiled ",23.1,"Tesco, Lincolnshire green cabbage ",Tesco ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Tesco, Dereham ",21-Oct,23-Oct,PV 002339284 ,Plastic ,Ambient ,Refrigerated 
353,23,"Cabbage, green, bo iled ",23.2,"Tesco, Lincolnshire sweetheart cabbage ",Tesco ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Tesco, Dereham ",21-Oct,23-Oct,PV 004194517 ,Plastic ,Ambient ,Refrigerated 
354,23,"Cabbage, green, boiled ",23.3,"Asda, British tenderheart cabbage ",Asda ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Asda, Norwich ",21-Oct,23-Oct,730000 04358585 ,Plastic ,,Refrigerated 
355,23,"Cabbage, green, boiled ",,"Asda, British green cabbage ",Asda ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 730000 005181559 ,730000 005181559 ,Plastic ,Ambient ,Refrigerated 
356,23,"Cabbage, green, boiled ",23.5,"Sainsbury’s, British savoy cabbage ",Sainsbury’s ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Sainsbury’s, Longwater, Norwich ",20-Oct,22-Oct,M0259Q ,Plastic ,Ambient ,Refrigerated 
357,23,"Cabbage, green, boiled ",23.6,"Morrisons, green cabbage ",Morrisons ,Purchase Date : 17.10.2011 ,,"Morrisons, Norwich ",19-Oct,21-Oct,20306 -TH1-VEG2A 28811AB 02:07 ,Plastic ,Ambient ,Refrigerated 
358,23,"Cabbage, green, boil ed ",23.7,"The Co -operative, green cabbage ",The Co -operative ,Purchase Date: 17.10.2011 ,17.10.2011 ,"The Co -operative , Earlham Green Lane, Norwich ",22-Oct,,M233 ,Plastic ,Ambient ,Refrigerated 
359,23,"Cabbage , green, boiled ",23.8,"Oaklands, British savoy cabbage ",Oaklands ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Lidl, Norwich ",Best Before Date: ,Batch Number: W1332(3 ) 4104 005021555 ,W1332(3 ) 4104 005021555 ,Plastic ,Ambient ,Refrigerated 
360,23,"Cabbage, green, boiled ",23.9,"Tesco, Market Value, green cabbage ",Tesco Market Value ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Tesco, Dereham ",20-Oct,Batch Number: Supplier code: PV ,Supplier code: PV ,Plastic ,Ambient ,Refrigerated 
361,23,"Cabbage, green, boiled ",23.1,Greengrocer savoy cabbage ,Pack size: ,Purchase Date: 17.10. 2011 ,17.10. 2011 ,"Independent greengrocer, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated 
362,23,"Cabbage, green, boiled ",23.11,"Farm Fresh, savoy cabbage ",Farm Fresh ,2,17.10.2011 ,"Booker, Norwich ",Best Before Date: ,Batch Number: 30/4  A22511 ,30/4  A22511 ,Plastic ,,Refrigerated 
363,,"Cabbage, green, boiled ",23.12,"Tesco, Lincolnshire green cabbage ",Tesco ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Tesco, Blue Boar Road, Norwich ",13-Jan,15-Jan,2718423,Plastic ,Ambient ,Refrigerated 
364,,"Cabbage, green, boiled ",23.13,"Tesco, Lincolnshire sweetheart cabbage ",Tesco ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Tesco, Blue Boar Road, Norwic h ",12-Jan,13-Jan,PV ,Plastic ,Ambient ,Refrigerated 
365,,"Cabbage, green, boiled ",23.14,"Asda, savoy cabbage ",Asda ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Asda, Norwich ",Best Before Date: ,Batch Number: 730000 2 002727883 ,730000 2 002727883 ,Plastic ,Ambient ,Refrigerated 
366,23,"Cabbage, green, boiled ",23.16,"Sainsbury’s, green cabbage ",Sainsbury’s ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Sainsbury’s, Longwater, Norwich ",,12-Jan,SO249 ,Plastic ,Ambient ,Refrigerated 
367,23,"Cabbage, green, boiled ",23.17,"Morrisons, savoy cabbage ",Morrisons ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Morrisons, Norwich ",11-Jan,13-Jan,32241 -TH1-VEG1E  00712NZ  11:58 ,,Ambient ,Refrigerated 
368,23,"Cabbage, green, boiled ",23.18,"The Co -operative, sweetheart cabbage ",The Co -operative ,Purchase Date: 09.01.2012 ,09.01.2012 ,,Best Before Date: 15 Jan ,15-Jan,M233 ,Plastic ,Ambient ,Refrigerated 
369,23,"Cabbage, green, boiled ",22.19,"Iceland, green cabbage ",Iceland ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Iceland, Norwich ",12-Jan,Batch Number: 462 004 ,462 004 ,Plastic ,Ambient ,Refrigerated 
370,23,"Cabbage, green, boiled ",23.2,"Tesco, Market V alue, green cabbage ",Tesco Market Value ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Tesco, Blue Boar Road, Norwich ",13-Jan,Batch Number: Supplier code: PV ,Supplier code: PV ,Plastic ,Ambient ,Refrigerated 
371,,"Cabbage, green, boiled ",23.21,Market savoy cabbage ,Pack size: ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Independent market stall, Norwich ",,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated 
372,23,"Cabbage, green, boiled ",23.22,"Makro, savoy cabbage ",Makro ,Purchase D ate: 09.01.2012 ,,"Makro, Norwich ",Best Before Date: ,Batch Number: Art no: 364519 supp no: 24477 date code: 003 ,Art no: 364519 supp no: 24477 date code: 003 ,Plastic ,Ambient ,Refrigerat ed 
373,24,"Cauliflower, raw ",24.1,"Tesco, Lincolnshire extra large cauliflower ",Tesco ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Tesco, Harford Bridges , Norwich ",20-Oct,Batch Number: Supplier code: CE ,Supplier code: CE ,Plastic ,Ambient ,Refrigerated 
374,24,"Cauliflower, raw ",24.2,"Tesco , Lincolnshire cauliflower ",Tesco ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Tesco, Harford Bridges , Norwich ",21-Oct,23-Oct,Supplier code: CE 003892330 ,Plastic ,Ambient ,Refrigerated 
375,24,"Cauliflower, raw ",24.3,"Asda, British cauliflower ",Asda ,Purcha se Date: 17.10.2011 ,,"Asda , Norwich ",21-Oct,23-Oct,730000,Plastic ,Ambient ,Refrigerated 
376,24,"Cauliflower, raw ",24.4,"Asda, cauliflower florets ",Asda ,400g ,17.10.2011 ,"Asda , Norwich ",20-Oct,22-Oct,730000,Plastic ,Ambient ,Refrigerated 
377,24,"Cauliflower, raw ",24.5,"Sainsbury’s, cauliflower ",Sainsbury’s ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Sainsbury’s, Longwater , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
378,24,"Cauliflower, raw ",,"Morrisons, cauliflower ",Morrisons ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Morrisons , Norwich ",18-Oct,19-Oct,6321 016223623 ,,Ambient ,Refrigerated 
379,24,"Cauliflower, raw ",24.7,"The Co -operative, cauliflower ",The Co -op ,1 cauliflower ,17.10.2011 ,"The Co -operative , Earlham Green Lane , Norwich ",17-Oct,19-Oct,M253 ,Plastic ,Ambient ,Refrigerated 
380,24,"Cauliflower, raw ",24.9,"Sainsbury’s, basics, cauliflower ",Sainsbury’s basics ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Sainsbury’s, Longwater , Norwich ",17-Oct,19-Oct,M0259A ,Plastic ,Ambient ,Refrigerated 
381,24,"Cauliflower, raw ",24.1,Greengrocer’s cauliflower ,Pack size: ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Independent greengrocer , Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrig erated 
382,24,"Cauli flower, raw ",24.11,"Farm Fresh, cauliflower ",Farm Fresh ,Counts x2 ,17.10.2011 ,"Booker , Norwich ",Best Before Date: ,Batch Number: 31/2 A22511 ,31/2 A22511 ,Plastic ,Refrigerated ,Refrigerated 
383,24,"Cauliflower, raw ",24.12,"Tesco, cauliflower ",Tesco ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Tesco, Blue Boar Road , Norwich ",11-Jan,13-Jan,Supplier code: DG01 00385 01481  007204638 ,Plastic ,Ambient ,Refrigerated 
384,24,"Cauliflower, raw ",24.13,"Tesco, extra large cauliflower ",Tesco ,Purchase Date: 09.01.2012 ,09.01.2012 ,,12-Jan,Batch Number: Supplier code DG01  0278 ,Supplier code DG01  0278 ,Plastic ,Ambient ,Refrigerated 
385,24,"Cauliflower, raw ",24.14,"Asda, cauliflower florets ",Asda ,400g ,09.01.2012 ,"Asda , Norwich ",10-Jan,12-Jan,730000 ASL0804568 ,Plastic ,,Refrigerated 
386,24,"Cauliflower, raw ",24.15,"Asda, extra large cauliflower ",Asda ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Asda , Norwich ",12-Jan,14-Jan,700018,Plastic ,,Refrigerated 
387,24,"Cauliflow er, raw ",24.16,"Sainsbury’s, cauliflower ",Sainsbury’s ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Sainsbury’s, Longwater , Norwich ",Best Before Date: 10 Jan ,10-Jan,,Plastic ,Ambient ,Refrigerated 
388,24,"Cauliflower, raw ",24.17,"Morrisons, cauliflower ",Morrisons ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Morrisons , Norwich ",10-Jan,11-Jan,1945,Plastic ,Ambient ,Refrigerated 
389,24,"Cauliflower, raw ",24.19,,Aldi ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: L0205 Supplier no:939  E38081 ,L0205 Supplier no:939  E38081 ,Plastic ,,Refrigerated 
390,,"Cauliflower, raw ",24.2,"Sainsbury’s, basics, cauliflower ",Sainsbury’s basics ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Sainsbury’s, Longwa ter, Norwich ",10-Jan,12-Jan,M0259A ,Plastic ,Ambient ,Refrigerated 
391,24,"Cauliflower, raw ",24.21,Market cauliflower ,Pack size: ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Independent market stall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,
392,25,"Cauliflower, boiled ",25.1,"Tesco, Lincolnshire extra large cauliflower ",Tesco ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Tesco, Harford Bridges , Norwich ",20-Oct,Batch Number: Supplier code: CE ,Supplier code: CE ,Plastic ,Ambient ,Refrigerated 
393,25,"Cauliflower, boiled ",25.2,"Tesco, Lincolnshire cauliflower ",Tesco ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Tesco, Harford Bridges , Norwich ",21-Oct,23-Oct,Supplier code: CE 003892330 ,Plastic ,Ambient ,Refrigerated 
394,25,"Cauliflower, boiled ",25.3,"Asda, British cauliflower ",Asda ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Asda , Norwich ",21-Oct,23-Oct,730000,Plastic ,,Refrigerated 
395,25,"Cauliflower, boiled ",,"Asda, cauliflower florets ",Asda ,400g ,17.10.2011 ,"Asda , Norwich ",20-Oct,22-Oct,730000,Plastic ,Ambient ,Refrigerated 
396,25,"Cauliflower, boiled ",25.5,"Sainsbury’s, cauliflower ",Sainsbury’s ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Sainsbury’s, Longwater , Norwich ",Best Before Date: ,Batch Number: ,Packaging: Plastic ,Plastic ,Ambient ,Refrigerated 
397,25,"Cauliflower, boiled ",25.6,"Morrisons, cauliflower ",Morrisons ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Morrisons , Norwic h ",18-Oct,19-Oct,6321 016223623 ,Plastic ,Ambient ,Refrigerated 
398,25,"Cauliflower, boiled ",25.7,"The Co -operative, cauliflower ",The Co -op ,1 cauliflower ,17.10.2011 ,"The Co -operative , Earlham Green Lane , Norwich ",17-Oct,19-Oct,M253 ,Plastic ,Ambient ,Refrigerated 
399,25,"Cauliflower, boiled ",25.8,"Oaklands, British cauliflower ",Oaklands ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Lidl, Norwich ",Best Before Date: ,Batch Number: W0632(3) 4201 003821355 ,W0632(3) 4201 003821355 ,Plastic ,Ambient ,Refrigerated 
400,25,"Cauliflower, boiled ",25.9,"Sainsbury’s, basics, cauliflower ",Sainsbury’s basics ,Purchase Date: 17.10.2011 ,17.10.2011 ,"Sainsbury’s, Longwater , Norwich ",17-Oct,19-Oct,M0259A ,Plastic ,Ambient ,Refrig erated 
401,25,"Cauliflower, boiled ",25.11,"Farm Fresh, cauliflower ",Farm Fresh ,Counts x2 ,17.10.2011 ,"Booker , Norwich ",Best Before Date: ,Batch Number: 31/2 A22511 ,31/2 A22511 ,Plastic ,Refrigerated ,Refrigerated 
402,25,"Cauliflower, boiled ",25.12,"Tesco, cauliflower ",Tesco ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Tesco, Blue Boar Road , Norwich ",11-Jan,13-Jan,Supplier code: DG01 00385 01481  007204638 ,Plastic ,Ambient ,Refrigerated 
403,25,"Cauliflower, boiled ",25.13,"Tesco, extra large cauliflower ",Tesco ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Tesco, Blue Boar Road , Norwich ",12-Jan,Batch Number: Supplier code DG01  0278 ,Supplier code DG01  0278 ,Plastic ,Ambient ,Refrigerated 
404,25,"Cauliflower, boiled ",25.14,"Asda, cauliflower florets ",Asda ,400g ,09.01.2012 ,"Asda , Norwic h ",10-Jan,12-Jan,730000 ASL0804568 ,Plastic ,Ambient ,Refrigerated 
405,25,"Cauliflower, boiled ",25.15,"Asda, extra large cauliflower ",Asda ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Asda , Norwich ",12-Jan,14-Jan,700018,Plastic ,Ambient ,Refrigerated 
406,25,"Cauliflower, boiled ",25.16,"Sainsbury’s, cauliflower ",Sainsbury’s ,Purchase Date : 09.01.2012 ,,"Sainsbury’s, Longwater , Norwich ",Best Before Date: 10 Jan ,10-Jan,M0259G 758 08.11 ,Plastic ,Ambient ,Refrigerated 
407,25,"Cauliflower, boiled ",25.18,"The Co -operative, cauliflower ",The Co -operative ,Purchase Date: 09.01.2012 ,09.01.2012 ,"The Co -operative , Wymondham ",13-Jan,Batch Number: M253 ,M253 ,Plastic ,Ambient ,Refrigerated 
408,25,"Cauliflower, boiled ",25.19,"Aldi, British cauliflower ",Aldi ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Aldi, Norwich ",Best Before Date: ,Batch Number: L0205 Supplier no:939  E38081 ,L0205 Supplier no:939  E38081 ,Plastic ,Ambient ,Refrigerated 
409,25,"Cauliflower, boiled ",25.2,"Sainsbu ry’s, basics, cauliflower ",Sainsbury’s basics ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Sainsbury’s, Longwater, Norwich ",10-Jan,12-Jan,M0259A ,Plastic ,,Refrigerated 
410,25,"Cauliflower, boiled ",25.21,Market cauliflower ,Pack size: ,Purchase Date: 09.01.2012 ,09.01.2012 ,"Independent market s tall, Norwich ",Best Before Date: ,Batch Number: ,Packaging: ,Sample Condition As Purchased: Ambient ,Ambient ,Refrigerated 
411,25,"Cauliflower, boiled ",25.22,"Farm Fresh, cauliflower ",Farm Fresh ,Counts x2 ,09.01.2012 ,"Booker, Norwich ",Best Before Date: ,Batch Number: 42/6  A22511 ,42/6  A22511 ,Plastic ,Refrigerated ,
412,26,"Beans, green , raw ",26.2,"Tesco, British green beans ",Tesco ,220g ,19.09.2011 ,"Tesco, East Dereham ",21-Sep,23-Sep,WD03 ,Plastic ,Ambient ,Refrigerated 
413,26,"Beans, green , raw ",26.3,"Asda, Extra Special extra fine beans ",Asda Extra Special ,200g ,19.09.2011 ,"Asda, Norwich ",19-Sep,21-Sep,550185,Plastic ,Ambient ,Refrigerated 
414,26,"Beans, green , raw ",26.4,"Asda, green beans ",Asda ,240g ,19.09.2011 ,"Asda, Norwich ",22-Sep,24-Sep,998000 ASL0908110 ,Plastic ,Ambient ,Refrigerated 
415,26,"Beans , green , raw ",26.6,"Morrisons, dwarf beans ",Morrisons ,220g ,19.09.2011 ,"Morrisons, Norwich ",20-Sep,22-Sep,,Plastic ,Ambient ,Refrigerated 
416,26,"Beans, green , raw ",26.7,"Waitrose, fine green beans ",Waitrose ,280g ,19.09.2011 ,"Waitrose, Wymondham ",23-Sep,Batch Number: Supplier 284 KAB ,Supplier 284 KAB ,Plastic ,Ambient ,Refrigerated 
417,26,"Beans, green , raw ",26.8,"Oakland s, in season green beans ",Oaklands ,250g ,19.09.2011 ,"Lidl, East Dereham ",Best Before Date: 23 Sep ,23-Sep,40778 W2522 ,Plastic ,,Refrigerated 
