Product Name,Weight,Packaging Details,Country,Food Group,Food_Category,Super_Category,Weight_Value,Weight_Unit,Normalized_Weight,Normalized_Unit
blackberries,150g,"Plastic, en:pet-tray",United Kingdom,Fruits,Uncategorized,Other,150.0,g,150.0,g
mousseline de pommes,355 g,Verre,"Belgium,France,Luxembourg",Fruits,Uncategorized,Other,355.0,g,355.0,g
"bananas 3 lb bag, 30669",3 lb,Plastic,"Canada,United States",Fruits,Uncategorized,Other,1360.7759999999998,g,1360.7759999999998,g
smashed avocado,200 g,Unknown Packaging,"Spain, en:united-kingdom",Fruits,Uncategorized,Other,200.0,g,200.0,g
banana,100g,,United Kingdom,Fruits,Uncategorized,Other,100.0,g,100.0,g
seedless mixed grapes,500 g,en:pet-tray,en:United Kingdom,Fruits,Nuts and seeds,Plant-based foods,500.0,g,500.0,g
california seedless raisins,15 oz (425g),Bag,United States,Fruits,Nuts and seeds,Plant-based foods,425.25,g,425.25,g
cranberries,100 g,,United Kingdom,Fruits,Uncategorized,Other,100.0,g,100.0,g
dates,500g,Unknown Packaging,en:gb,Fruits,Uncategorized,Other,500.0,g,500.0,g
aldi strawberries,350 g,Unknown Packaging,en:gb,Fruits,Uncategorized,Other,350.0,g,350.0,g
blueberries,125g,Unknown Packaging,en:united-kingdom,Fruits,Uncategorized,Other,125.0,g,125.0,g
70 dark chocolate cherries,130g,Unknown Packaging,en:United Kingdom,Fruits,Uncategorized,Other,130.0,g,130.0,g
medjool dates,330G,Unknown Packaging,"France, Scotland, en:united-kingdom",Fruits,Uncategorized,Other,330.0,g,330.0,g
organic low fat yogurt - french vanilla,100 g,Unknown Packaging,"France, United Kingdom, en:united-states",Fruits,Oils and fats,Other,100.0,g,100.0,g
easy peelers,600g,"Mixed plastic-bag, Net - plastic, en:mixedPlasticFilm-net",United Kingdom,Fruits,Uncategorized,Other,600.0,g,600.0,g
"no added sugar, applesnax",90g,Pouch flask,Canada,Fruits,Sugars and confectionery,Processed foods,90.0,g,90.0,g
blackberries mûres,170g,Pet-tray,"Canada,United States",Fruits,Uncategorized,Other,170.0,g,170.0,g
strawberries,907g,en:pet-box,États-Unis,Fruits,Uncategorized,Other,907.0,g,907.0,g
ananas en morceaux,230 g,Can,"Finnland,Deutschland,Niederlande",Fruits,Uncategorized,Other,230.0,g,230.0,g
tesco cherries,200 g,Unknown Packaging,en:United Kingdom,Fruits,Uncategorized,Other,200.0,g,200.0,g
lids,125 g,Other plastic-tub,en:gb,Fruits,Uncategorized,Other,125.0,g,125.0,g
wonky berries,1 kg,Pack,en:United Kingdom,Fruits,Uncategorized,Other,1000.0,g,1000.0,g
pomegranate,80g,"Mixed plastic-film,Pet-pot",United Kingdom,Fruits,Uncategorized,Other,80.0,g,80.0,g
sweet golden kiwifruit,907 g,"plastic,PET","Canada, en:united-states",Fruits,Fruit,Plant-based foods,907.0,g,907.0,g
medjool dates without stones,165g,"Card-sleeve, Paper-wrapper, Pet-tray",United Kingdom,Fruits,Uncategorized,Other,165.0,g,165.0,g
apricot,500 g,Unknown Packaging,"France,Espagne",Fruits,Uncategorized,Other,500.0,g,500.0,g
sable seedless black grapes,400 g,":pet-tray, en:ppFilm-lid",United Kingdom,Fruits,Nuts and seeds,Plant-based foods,400.0,g,400.0,g
mango chunks,500g,Unknown Packaging,en:gb,Fruits,Uncategorized,Other,500.0,g,500.0,g
"seed, berry goji mix",180g,Plastic,United Kingdom,Fruits,Nuts and seeds,Plant-based foods,180.0,g,180.0,g
raspberries,150 g,"Pet-tray, Pp film-film","United States, en:united-kingdom",Fruits,Uncategorized,Other,150.0,g,150.0,g
soft pitted dates,250 g,,United Kingdom,Fruits,Uncategorized,Other,250.0,g,250.0,g
apple cinnamon high fibre fruit nut bar,35g,Unknown Packaging,"United Kingdom,Ireland",Fruits,Fruit,Plant-based foods,35.0,g,35.0,g
black forest fruits,500g,Unknown Packaging,"United Kingdom,ireland",Fruits,Fruit,Plant-based foods,500.0,g,500.0,g
"apple, mango, spinach avocado freshly squeezed juice",500 ml,Unknown Packaging,"Germany,Ireland",Fruits,Non-alcoholic beverages,Beverages,500.0,ml,,g
grapefruit segments in fruit juice,290g drained weight,,United Kingdom,Fruits,Fruit,Plant-based foods,290.0,g,290.0,g
pitted sweet cherries,350g,Unknown Packaging,en:united-kingdom,Fruits,Sugars and confectionery,Processed foods,350.0,g,350.0,g
freeway tropical crush 330ml can,330ml,Unknown Packaging,United Kingdom,Fruits,Uncategorized,Other,330.0,ml,,g
mazafati dates,550g,Unknown Packaging,en:Serbia,Fruits,Oils and fats,Other,550.0,g,550.0,g
braeburn apples x4,650g,Unknown Packaging,Scotland,Fruits,Uncategorized,Other,650.0,g,650.0,g
tangerines,600g,"Fresh, Mixed plastic-unknown",United Kingdom,Fruits,Uncategorized,Other,600.0,g,600.0,g
variety pack apple appleapple strawberryapple cinnamon fruit on the go,90 g,Plastic,"France,United States, World",Fruits,Fruit,Plant-based foods,90.0,g,90.0,g
pruneaux,1 kg e,"Plastique, Sachet",France,Fruits,Uncategorized,Other,1000.0,g,1000.0,g
fresh dates,620g,,"Sweden,Norway",Fruits,Uncategorized,Other,620.0,g,620.0,g
,1.13 kg,Plastique,Canada,Fruits,Uncategorized,Other,1130.0,g,1130.0,g
natural dates medjoul,908g,Unknown Packaging,"France,Irlande",Fruits,Uncategorized,Other,908.0,g,908.0,g
cranberry notenmix,200g,,"Germany,Netherlands",Fruits,Uncategorized,Other,200.0,g,200.0,g
seedless white grapes,500 g,Unknown Packaging,en:gb,Fruits,Nuts and seeds,Plant-based foods,500.0,g,500.0,g
oat drink barista edition,1l,"Tetra Pak,Container,Card-carton,FSC Mix Board,Hdpe-cap,Paper carton,Plastic cap,Produkt","An Fhraing,A' Ghearmailt,Poblachd na h-Èireann,An Rìoghachd Aonaichte",Cereals,Non-alcoholic beverages,Beverages,1.0,l,,g
weetabix,430 g,"Box, Container, Card-box, Paper-sleeve","France,Ireland,United Kingdom",Cereals,Uncategorized,Other,430.0,g,430.0,g
organic - lightly salted - wholegrain low fat - rice cakes imp,130 g,"Plastic, Bag, Unknown, en:ldpe-wrapper","France,United Kingdom",Cereals,Oils and fats,Other,130.0,g,130.0,g
family pack,860 g,"Boîte, Carton, en:card-box, en:mixed plastic-bag","France,Irlande,Portugal,Espagne,Royaume-Uni",Cereals,Uncategorized,Other,860.0,g,860.0,g
quaker rolled oats,1kg,"Carte,en:Card-box","Espagne,Royaume-Uni",Cereals,Uncategorized,Other,1000.0,g,1000.0,g
oat,1 l,en:composite-carton,"Bélgica,República Checa,França,Alemanha,Hungria,Itália,Reino Unido",Cereals,Uncategorized,Other,1.0,l,,g
corn flakes,500 g,"1 Boîte en carton,1 Sachet plastique","France,Italy,Luxembourg,Martinique,Belgium,Spain,Réunion,Mexico,Switzerland,Germany,United Kingdom",Cereals,Uncategorized,Other,500.0,g,500.0,g
dorset cereals simply nutty,560 g,,United Kingdom,Cereals,Cereals,Plant-based foods,560.0,g,560.0,g
bitesize shredded wheat,720 g,"en:card-box, en:hdpeFilm-bag","United Kingdom, en:ireland",Cereals,Uncategorized,Other,720.0,g,720.0,g
super seedy nutty granola,360g,"en:paper-box, en:hdpe film-bag","United Kingdom,Ireland",Cereals,Nuts and seeds,Plant-based foods,360.0,g,360.0,g
wheat biscuits,n.48 - 912g,en:card-box,en:United Kingdom,Cereals,Uncategorized,Other,912.0,g,912.0,g
muesli,550g,Card-box,United Kingdom,Cereals,Uncategorized,Other,550.0,g,550.0,g
organic porridge oats,1 kg,Paper-bag,"España,Reino Unido",Cereals,Uncategorized,Other,1000.0,g,1000.0,g
the original organic oat drink imp,1 l,Composite-carton,"Francie,Spojené království,Česko",Cereals,Non-alcoholic beverages,Beverages,1.0,l,,g
penne rigate n73,500 g,"Кутия,Картон,Фолио,Опаковка,Пакет,23 PBD,en:Wrapper,de:Packung(en),en:container","Austrália,Áustria,Bélgica,Bulgária,República Checa,França,Alemanha,Itália,Japão,Portugal,Roménia,Espanha,Suíça",Cereals,Uncategorized,Other,500.0,g,500.0,g
wholegrain wheat bixies,720g - 36,Cardboard box,"Ireland, Malta",Cereals,Uncategorized,Other,720.0,g,720.0,g
irish organic jumbo oats,1kg,en:paper-bag,Royaume-Uni,Cereals,Uncategorized,Other,1000.0,g,1000.0,g
barilla penne rigate fullkorn 500g,500g,"Film, de:Folie Kunststoff, de:Kasten 21-PAP, en:Carton, en:Carton non ondulé, boîte","Bélgica,Francia,Alemania,Hungría,Italia,Eslovenia,España,Suiza",Cereals,Uncategorized,Other,500.0,g,500.0,g
copos de avena,500 g,"Paper,Container","Bulgaria, France, Romania, Spain, en:united-states",Cereals,Uncategorized,Other,500.0,g,500.0,g
oat so simple,270g,en:card-carton,en:United Kingdom,Cereals,Uncategorized,Other,270.0,g,270.0,g
all-bran original,750 g,"Paper, Box, Cardboard, Card-box, HdpeFilm-bag","Ireland,Jersey,United Kingdom",Cereals,Uncategorized,Other,750.0,g,750.0,g
oat drink whole,1L,"Composite-carton,Pet1-cap,Pp-lid","Spain,United Kingdom,Francia",Cereals,Non-alcoholic beverages,Beverages,1.0,l,,g
cerelac,250g,,en:Morocco,Cereals,Uncategorized,Other,250.0,g,250.0,g
simply delicious muesli,650g,"en:card-box, en:hdpeFilm-packet","Netherlands, en:united-kingdom",Cereals,Uncategorized,Other,650.0,g,650.0,g
simply fruity muesli,630g,Card-box,"United Kingdom,en:united-kingdom",Cereals,Fruit,Plant-based foods,630.0,g,630.0,g
barista edition oat drink,1 l,en:composite-carton,"United States, en:united-kingdom",Cereals,Non-alcoholic beverages,Beverages,1.0,l,,g
simply granola,750g,en:mixed plastic film-packet,United Kingdom,Cereals,Uncategorized,Other,750.0,g,750.0,g
malted wheaties,625g,"card-box to recycle, 1 plastic bag to recycle at recycling point","United Kingdom, en:ireland",Cereals,Uncategorized,Other,625.0,g,625.0,g
scotts porage oats original 1000g,1 kg,Card-box,"France, en:united-kingdom",Cereals,Uncategorized,Other,1000.0,g,1000.0,g
rice krispies,430g,Unknown Packaging,"United Kingdom, en:ireland",Cereals,Uncategorized,Other,430.0,g,430.0,g
"low sugar, naturally gut-loving granola",360g,"1 cardboard box to recycle, 1 plastic bag to recycle or throw away",en:gb,Cereals,Sugars and confectionery,Processed foods,360.0,g,360.0,g
oat flakes,500 g,"fr:1 boîte en carton à recycler,fr:1 sachet en papier à jeter","Belgium, France, Greece, Guadeloupe, Italy, Madagascar, Morocco, Poland, Romania, Spain, en:reunion",Cereals,Uncategorized,Other,500.0,g,500.0,g
shreddies,630g,"Card-box, Ldpe-packet",en:gb,Cereals,Uncategorized,Other,630.0,g,630.0,g
bran flakes,500 g,"Plastic, Bag, Cardboard, Non-corrugated cardboard, Card-box","Belgique,France,Allemagne,Grèce,Pays-Bas,Portugal,Espagne,États-Unis",Cereals,Uncategorized,Other,500.0,g,500.0,g
corn flakes,500g,Unknown Packaging,"United Kingdom, en:ireland",Cereals,Uncategorized,Other,500.0,g,500.0,g
cheerios multigrain,540 g,"Card-box, Hdpe film-bag","United Kingdom, en:ireland",Cereals,Uncategorized,Other,540.0,g,540.0,g
minor figures barista oat organic,1L,"Composite-bottle,Composite-carton,Hdpe-cap","United Kingdom, en:ireland",Cereals,Uncategorized,Other,1.0,l,,g
peanut butter oat bars,3 x 50 g,Unknown Packaging,"United Kingdom, en:ireland",Cereals,Nuts and seeds,Plant-based foods,50.0,g,50.0,g
nutty granola,380g,Unknown Packaging,"United Kingdom, en:ireland",Cereals,Nuts and seeds,Plant-based foods,380.0,g,380.0,g
swiss style musesli,550g,Card-box,"United Kingdom,Ireland",Cereals,Uncategorized,Other,550.0,g,550.0,g
crunchy oat granola raisin almond,750g,Mixed plastic-bag,"France,Royaume-Uni",Cereals,Uncategorized,Other,750.0,g,750.0,g
corn flakes,500g,"Card-box, Ldpe-packet","France, United Kingdom, en:ireland",Cereals,Uncategorized,Other,500.0,g,500.0,g
tilda steamed brown basmati rice,250 g,Mixed plastic-packet,"Australia, France, New Zealand, en:united-kingdom",Cereals,Non-alcoholic beverages,Beverages,250.0,g,250.0,g
cheerios multigrain,390g,"DON'T FORGET TO RECYCLE Please recycle your box and- bag, your bag can be recycled Recycle Don't recycle with carrier bags at large at home supermarkets. C BOX 20 BAG RECYCLE WITH BAGS AT LARGE SUPERMARKET","Spain, United Kingdom, en:ireland",Cereals,Uncategorized,Other,390.0,g,390.0,g
oat,1 l,en:carton,"France,United Kingdom",Cereals,Uncategorized,Other,1.0,l,,g
nutty granola,450g,Unknown Packaging,en:United Kingdom,Cereals,Nuts and seeds,Plant-based foods,450.0,g,450.0,g
special k,440g,Unknown Packaging,"United Kingdom, en:ireland",Cereals,Uncategorized,Other,440.0,g,440.0,g
no added sugar muesli imp,560g,"Plastic, Bag","France, Germany, United Kingdom, en:ireland",Cereals,Sugars and confectionery,Processed foods,560.0,g,560.0,g
the original oat drink semi,1 l,"Composite-carton,Hdpe-lid","Spain,United Kingdom",Cereals,Non-alcoholic beverages,Beverages,1.0,l,,g
low sugar granola original,500g,Unknown Packaging,"Ireland,United Kingdom",Cereals,Sugars and confectionery,Processed foods,500.0,g,500.0,g
shredded wheat,370 g,"Card-box, Hdpe film-bag",en:gb,Cereals,Uncategorized,Other,370.0,g,370.0,g
jumbo rolled oats,1kg,Card-box,United Kingdom,Cereals,Uncategorized,Other,1000.0,g,1000.0,g
organic oat drink,1 l,Compostable-carton,en:gb,Cereals,Non-alcoholic beverages,Beverages,1.0,l,,g
tesco no added sugar or salt swiss style muesli,1 kg,Unknown Packaging,"France, United Kingdom, en:ireland",Cereals,Sugars and confectionery,Processed foods,1000.0,g,1000.0,g
high protein granola honey seed,400 g,Unknown Packaging,"United Kingdom,Ireland",Cereals,Nuts and seeds,Plant-based foods,400.0,g,400.0,g
wholegrain bran flakes,750 g,"Card-box,Mixed plastic-bag",United Kingdom,Cereals,Uncategorized,Other,750.0,g,750.0,g
flaxseed,200g,1 plastic bag don’t recycle.,en:gb,Cereals,Nuts and seeds,Plant-based foods,200.0,g,200.0,g
"no added sugar granola coconut, cashew almond",500g,Unknown Packaging,"United Kingdom, en:ireland",Cereals,Nuts and seeds,Plant-based foods,500.0,g,500.0,g
harvest morn granola raisin almond,1kg,en:ldpe-packet,"Spain, en:united-kingdom",Cereals,Uncategorized,Other,1000.0,g,1000.0,g
organic porridge oats,1 kg,"Papier, en:biodegradable-carton","France,United Kingdom",Cereals,Uncategorized,Other,1000.0,g,1000.0,g
dorset cereals nutty muesli,500g,"en:card-box,en:hdpeFilm-packet","France, en:united-kingdom",Cereals,Cereals,Plant-based foods,500.0,g,500.0,g
super smooth porridge imp,450g,"en:card-box, en:ldpe-bag","France, United Kingdom, United States, en:ireland",Cereals,Uncategorized,Other,450.0,g,450.0,g
rice snaps,375g,Card-box,"France,Royaume-Uni",Cereals,Uncategorized,Other,375.0,g,375.0,g
porridge oats,1kg,Hdpe film-packet,"France, Germany, en:united-kingdom",Cereals,Uncategorized,Other,1000.0,g,1000.0,g
bio organic oat flakes,500g,DISPOSE OF CORRECTLY COLECTARE CORECTĂ ИЗХВЪРЛЯЙ ПРАВИЛНО 23 PAP,"Bulgaria, France, Greece, Latvia, Romania, Serbia, en:hungary",Cereals,Uncategorized,Other,500.0,g,500.0,g
good grains spanish style grains,250g,en:mixed plastic-packet,"Ireland,United Kingdom",Cereals,Uncategorized,Other,250.0,g,250.0,g
granola high protein nuts seeds imp,350g,Plastic Bag,"France, Germany, Spain, United Kingdom, en:romania",Cereals,Nuts and seeds,Plant-based foods,350.0,g,350.0,g
original nuts seeds imp,450g,Unknown Packaging,en:United Kingdom,Cereals,Nuts and seeds,Plant-based foods,450.0,g,450.0,g
"love, corn sea salt",115g,en:pp film-packet,en:gb,Cereals,Uncategorized,Other,115.0,g,115.0,g
pure basmati rice,250 g,"Pack, Pp film-pouch, en:mixed plastic film-pouch","Australia,Belgium,Germany,United Kingdom,New Zealand",Cereals,Uncategorized,Other,250.0,g,250.0,g
multigrain alpha bites,350g,,"Spain,United Kingdom",Cereals,Uncategorized,Other,350.0,g,350.0,g
tilda brown basmati and wild ricea,250 g,Unknown Packaging,"New Zealand,United Kingdom",Cereals,Uncategorized,Other,250.0,g,250.0,g
whole oat drink,1l,en:composite-carton,United Kingdom,Cereals,Non-alcoholic beverages,Beverages,1.0,l,,g
classic wholegrain rice,250g,Plastic,"United Kingdom,en:united-kingdom",Cereals,Uncategorized,Other,250.0,g,250.0,g
crownfield special flakes red fruit,425 g,"Karton,21 PAP,fr:Ecoponto azul,fr:Food safe,fr:Point vert,fr:Tidyman wastebasket","Belgique,République tchèque,Finlande,France,Allemagne",Cereals,Fruit,Plant-based foods,425.0,g,425.0,g
country crisp with sun-ripe strawberries,500 g,,"Switzerland,United Kingdom,en:united-kingdom",Cereals,Snack foods,Processed foods,500.0,g,500.0,g
oat unsweetened,1l,en:composite-carton,"United Kingdom, en:ireland",Cereals,Sugars and confectionery,Processed foods,1.0,l,,g
cocoa alpha bites,350g,,United Kingdom,Cereals,Uncategorized,Other,350.0,g,350.0,g
bran flakes,750 g,Unknown Packaging,United Kingdom,Cereals,Uncategorized,Other,750.0,g,750.0,g
oat milk,1 l,Composite-carton,"United Kingdom, en:ireland",Cereals,Milk and milk products,Animal-based foods,1.0,l,,g
honey granola,450 g,Unknown Packaging,en:United Kingdom,Cereals,Uncategorized,Other,450.0,g,450.0,g
oat barista blend,1 L,"Cardboard box, en:composite-carton",en:gb,Cereals,Uncategorized,Other,1.0,l,,g
shredded wheat,625 g,"Card-box, Hdpe film-bag",en:gb,Cereals,Uncategorized,Other,625.0,g,625.0,g
snack a jacks zingy salt vinegar 117g,117g,Unknown Packaging,United Kingdom,Cereals,Snack foods,Processed foods,117.0,g,117.0,g
rana spinach and ricotta fresh tortelloni,250 g,"Paper, en:mixed plastic film-pouch","France,United Kingdom",Cereals,Uncategorized,Other,250.0,g,250.0,g
simply porridge oats,1 kg,Unknown Packaging,en:gb,Cereals,Uncategorized,Other,1000.0,g,1000.0,g
,500 g,"Plástico,Bolsa",Spain,Cereals,Uncategorized,Other,500.0,g,500.0,g
oatly semi oat drink imp,1L,en:composite-carton,en:United Kingdom,Cereals,Non-alcoholic beverages,Beverages,1.0,l,,g
muesli swiss style,1.1kg,"Plastic, en:mixed plastic film-pouch",en:United Kingdom,Cereals,Uncategorized,Other,1100.0,g,1100.0,g
cherry bakewell oat boosts,120g (4×30g),Unknown Packaging,en:gb,Cereals,Uncategorized,Other,120.0,g,120.0,g
crunchy nut corn flakes cereal,500 g,"Plastic, Bag, Box, Container, Card-box, Ldpe-bag","França,Espanha,Emirados Árabes Unidos,Reino Unido",Cereals,Cereals,Plant-based foods,500.0,g,500.0,g
oat barista edition unsweetened,1l,Composite-carton,United Kingdom,Cereals,Sugars and confectionery,Processed foods,1.0,l,,g
no sugars oat drink,1l,Unknown Packaging,United Kingdom,Cereals,Sugars and confectionery,Processed foods,1.0,l,,g
tesco fruit and fibre breakfast cereal 750g,750 g,"Card-carton, en:mixed plastic film-bag",en:UK,Cereals,Fruit,Plant-based foods,750.0,g,750.0,g
jordans natural muesli,1 kg,,"France, en:united-kingdom",Cereals,Uncategorized,Other,1000.0,g,1000.0,g
cornflakes,500g,en:hdpe film-bag,"France,United Kingdom",Cereals,Uncategorized,Other,500.0,g,500.0,g
lion cereal with caramel and chocolate,400 g,"Plastique, Sachet, Boîte, Carton","Algérie,Égypte,France,Maroc,Tunisie",Cereals,Cereals,Plant-based foods,400.0,g,400.0,g
kelloggs fruit fibre 700g,700g,"paper,Bag-in-box,Dry,Recycle in paper bin",United Kingdom,Cereals,Fruit,Plant-based foods,700.0,g,700.0,g
scottish oats,1 kg,1npaper bag to recycle,"France,United Kingdom",Cereals,Uncategorized,Other,1000.0,g,1000.0,g
rice crispies multigrain shapes,350g,"Bag, Green dot, Card-box","France,Irlande,Royaume-Uni",Cereals,Snack foods,Processed foods,350.0,g,350.0,g
bran flakes,500g,Unknown Packaging,"France,United Kingdom",Cereals,Uncategorized,Other,500.0,g,500.0,g
shin ramyun noodle gourmet spicy,120g,"Plastic, Bag, Mixed plastic-bag, Product","Croatia,France,Germany,South Korea,Switzerland,United Kingdom",Cereals,Uncategorized,Other,120.0,g,120.0,g
"low sugar granola, wholegrain oats, almonds seeds",450 g,"en:card-box, en:mixed plastic-bag","France,United Kingdom,en:united-kingdom",Cereals,Nuts and seeds,Plant-based foods,450.0,g,450.0,g
malt wheaties,625 g,"Cardboard, Card-box",United Kingdom,Cereals,Uncategorized,Other,625.0,g,625.0,g
coconut and rice milk,250 ml,Tetra Pak,"Bulgaria,France,Italy,Switzerland,United Kingdom",Cereals,Milk and milk products,Animal-based foods,250.0,ml,,g
ready rolled puff pastry sheet,320g,"Card-tube, en:pp film-film","France,United Kingdom",Cereals,Bakery products,Processed foods,320.0,g,320.0,g
spinach and ricotta tortelloni,300 g,"Plastic, Pp-tray, en:mixedPlasticFilm-film","France, Ireland, en:united-kingdom",Cereals,Uncategorized,Other,300.0,g,300.0,g
corn flakes cereal,720 g,"Card-box, Card-carton, Mixed plastic-bag","France, United Kingdom, en:ireland",Cereals,Cereals,Plant-based foods,720.0,g,720.0,g
,900 g,"Boîte, Carton, Etui en carton, Pensez au tri!, Point vert, Sachet en plastique, Sachet plastique à jeter, Triman, Étui carton à recycler","France,Italy,Switzerland",Cereals,Uncategorized,Other,900.0,g,900.0,g
barista oat milk - vemondo,1L,1 cardboard carton to recycle,"United Kingdom, en:ireland",Cereals,Milk and milk products,Animal-based foods,1.0,l,,g
cocoa hazelnut gut-loving granola,360g,,"United Kingdom,Ireland",Cereals,Nuts and seeds,Plant-based foods,360.0,g,360.0,g
apple raisin oat bar,50g,Unknown Packaging,"France,United Kingdom",Cereals,Uncategorized,Other,50.0,g,50.0,g
corn flakes 1kg,1 kg,"en:card-box, en:mixed plastic film-bag","France, United Kingdom, en:ireland",Cereals,Uncategorized,Other,1000.0,g,1000.0,g
cocoa oat protein flapjacks chocolate flavour topped 3 x,3x50g,Card-carton,"Francia,España, en:united-kingdom",Cereals,Uncategorized,Other,50.0,g,50.0,g
super nutty granola,500 g,Plastic bag,"France,Ireland,United Kingdom",Cereals,Nuts and seeds,Plant-based foods,500.0,g,500.0,g
,375 g,,"France,Romania,Spain",Cereals,Uncategorized,Other,375.0,g,375.0,g
4 raspberry honey porridge oat bars,4 x 42 g,Unknown Packaging,en:gb,Cereals,Uncategorized,Other,42.0,g,42.0,g
jordans country crisp,500 g,"Card-box, Ldpe-bag","France,United Kingdom",Cereals,Snack foods,Processed foods,500.0,g,500.0,g
rice basmati,500 g,"Plastique,Enveloppe,Sachet plastique",France,Cereals,Uncategorized,Other,500.0,g,500.0,g
corn smoked bbq crunchy corn,115g,Pp-unknown,"Spain,United Kingdom",Cereals,Uncategorized,Other,115.0,g,115.0,g
"almond, apple raisin granola",400g,Unknown Packaging,en:gb,Cereals,Uncategorized,Other,400.0,g,400.0,g
tesco free from red berry granola 350g,500 g,Mixed plastic film-bag,"France,Ireland,United Kingdom",Cereals,Uncategorized,Other,500.0,g,500.0,g
fruit nut granola,1 kg,Mixed plastic-bag,"France, United Kingdom",Cereals,Fruit,Plant-based foods,1000.0,g,1000.0,g
gluten free barista oat drink,1000g,Unknown Packaging,en:united-kingdom,Cereals,Non-alcoholic beverages,Beverages,1000.0,g,1000.0,g
tesco tahini,300 g,"Glass jar, Metal lid","Ireland,United Kingdom",Cereals,Uncategorized,Other,300.0,g,300.0,g
ancient grains probiotic granola,35.3 oz (1 kg),Plastic,"Canada,United States",Cereals,Uncategorized,Other,1000.755,g,1000.755,g
vermicelles de riz suzi wan 250 g,250 g,"Plastic, fr:sachet plastique","Belgium, France, en:italy",Cereals,Uncategorized,Other,250.0,g,250.0,g
so simple original family pack porridge,540g,Card-box,United Kingdom,Cereals,Uncategorized,Other,540.0,g,540.0,g
medium egg noodles,250g,"Plastic, Unknown-bag, en:mixed plastic film-bag",United Kingdom,Cereals,Uncategorized,Other,250.0,g,250.0,g
cacao almond oat bars,3 x 50g,"en:card-box, en:paper-wrapper",United Kingdom,Cereals,Uncategorized,Other,50.0,g,50.0,g
wholewheat fusilli,500g,Unknown Packaging,United Kingdom,Cereals,Uncategorized,Other,500.0,g,500.0,g
muesli,1.1 kg,Unknown Packaging,en:gb,Cereals,Uncategorized,Other,1100.0,g,1100.0,g
original classic wholegrain rice,220g,Unknown Packaging,United Kingdom,Cereals,Uncategorized,Other,220.0,g,220.0,g
swiss style no added sugar muesli,1 kg,Unknown Packaging,en:United Kingdom,Cereals,Sugars and confectionery,Processed foods,1000.0,g,1000.0,g
tesco organic porridge oats 750g,750 g,Mixed plastic film-bag,"France,United Kingdom",Cereals,Uncategorized,Other,750.0,g,750.0,g
multigrain hoops cereal,375g,,"France,United Kingdom",Cereals,Cereals,Plant-based foods,375.0,g,375.0,g
super noodles chicken flavour,90g,Mixed plastic-packet,United Kingdom,Cereals,Uncategorized,Other,90.0,g,90.0,g
flahavans microwave quick porridge oats,500g,,"France,United Kingdom",Cereals,Uncategorized,Other,500.0,g,500.0,g
nature valley oats n honey,"1.49oz, 42 g","Wrapper,Card-box,Mixed plastic-packet","France,United States",Cereals,Uncategorized,Other,42.2415,g,42.2415,g
"ultimate granola økologisk, 400 g",400g,Unknown Packaging,"Belgium, en:united-kingdom",Cereals,Uncategorized,Other,400.0,g,400.0,g
old fashioned oats,2 lb,"Paper, Box","United States, World",Cereals,Uncategorized,Other,907.184,g,907.184,g
scottish porridge oats,1kg,Mixed plastic-packet,United Kingdom,Cereals,Uncategorized,Other,1000.0,g,1000.0,g
lightly salted rice cakes,130 g,"Plastic, Bag","Australia,Bélgica,Francia,España,Reino Unido",Cereals,Uncategorized,Other,130.0,g,130.0,g
cheerios multigrain,800 g,,United Kingdom,Cereals,Uncategorized,Other,800.0,g,800.0,g
natural tahini,160g,Unknown Packaging,en:United Kingdom,Cereals,Uncategorized,Other,160.0,g,160.0,g
ezekiel 49 sprouted grain bread,24 oz,,"Spain,United States",Cereals,Bakery products,Processed foods,680.4000000000001,g,680.4000000000001,g
special k red berries,500g,en:card-box,United Kingdom,Cereals,Uncategorized,Other,500.0,g,500.0,g
wholegrain rice,250 g,Pouch flask,"France,United Kingdom",Cereals,Uncategorized,Other,250.0,g,250.0,g
red lentil beetroot fusilli,250g,,United Kingdom,Cereals,Uncategorized,Other,250.0,g,250.0,g
aldi very berry muesli,500g,Unknown Packaging,"United Kingdom, en:ireland",Cereals,Uncategorized,Other,500.0,g,500.0,g
jordans super berry granola,500 g,Unknown Packaging,United Kingdom,Cereals,Uncategorized,Other,500.0,g,500.0,g
galettes de riz bio,100 g,"Plastic, Bag",France,Cereals,Uncategorized,Other,100.0,g,100.0,g
