,Food Code,Food Name,Group,Super Group
509,17-661,"Butter, unsalted",OA,Fats and Oils
510,17-001,"Butteroil, unsalted",OB,Fats and Oils
511,17-823,"Build up, powder, shake, assorted flavours",PAA,Beverages
512,17-743,"Barley water, undiluted",PCC,Beverages
513,17-737,"Blackcurrant juice drink/squash, undiluted",PCC,Beverages
514,17-208,"Beer, bitter, best, premium",QA,Alcoholic beverages
515,17-766,Bounty bar and own brand equivalents,SEA,"Sugars, preserves and snacks"
516,17-764,Bombay mix,SN,"Sugars, preserves and snacks"
517,17-770,"Bouillabaisse, homemade",WAA,"Soups, sauces and miscellaneous foods"
518,17-769,"Barbecue sauce, homemade",WC,"Soups, sauces and miscellaneous foods"
519,17-771,"Bread sauce, made with skimmed milk, homemade",WCD,"Soups, sauces and miscellaneous foods"
520,17-705,Barbecue sauce,WCN,"Soups, sauces and miscellaneous foods"
521,17-678,"Brown sauce, reduced salt/sugar",WCN,"Soups, sauces and miscellaneous foods"
522,17-355,Baking powder,WY,"Soups, sauces and miscellaneous foods"
523,17-514,Beef extract,WY,"Soups, sauces and miscellaneous foods"
524,17-356,Bicarbonate of soda,WY,"Soups, sauces and miscellaneous foods"
525,11-011,"Cornmeal, sifted",AA,Cereals and cereal products
526,11-1138,Custard powder,AA,Cereals and cereal products
527,11-987,"Chapatis, made with fat, retail",AF,Cereals and cereal products
528,11-988,Croissants,AG,Cereals and cereal products
529,11-916,Cake rusks,AM,Cereals and cereal products
530,11-819,"Cereal bars, with fruit and/or nuts, no chocolate, unfortified",AM,Cereals and cereal products
531,11-824,"Cheese straws/twists, retail",AM,Cereals and cereal products
532,11-820,Cream crackers,AM,Cereals and cereal products
533,11-822,"Crispbread, rye",AM,Cereals and cereal products
534,11-832,"Cake, sponge, soft iced, retail",AN,Cereals and cereal products
535,11-840,Cakes from 'healthy eating' ranges,AN,Cereals and cereal products
536,11-839,"Cakes, fancy iced, individual, retail",AN,Cereals and cereal products
537,11-989,"Crumpets, toasted",AP,Cereals and cereal products
538,11-1020,"Crumble, fruit, retail",AS,Cereals and cereal products
539,11-997,"Cheese and onion rolls, pastry, retail",AT,Cereals and cereal products
540,11-901,"Couscous, plain, raw",AT,Cereals and cereal products
541,12-545,Cocoa powder,BH,Milk and milk products
542,12-592,"Cream, fresh, clotted",BJC,Milk and milk products
543,12-332,"Cream, fresh, single",BJC,Milk and milk products
544,12-333,"Cream, fresh, whipping",BJC,Milk and milk products
545,12-339,"Cream, dairy, UHT, half fat, canned spray",BJP,Milk and milk products
546,12-537,"Cheese spread, plain, reduced fat",BL,Milk and milk products
547,12-346,"Cheese, Cheddar, English",BL,Milk and milk products
548,12-550,"Cheese, cottage, plain, reduced fat",BL,Milk and milk products
549,12-354,"Cheese, Danish blue",BL,Milk and milk products
550,12-357,"Cheese, goats milk, full fat, soft, white rind",BL,Milk and milk products
551,12-360,"Cheese, Mozzarella, fresh",BL,Milk and milk products
552,12-549,"Cheese, processed, slices, reduced fat",BL,Milk and milk products
553,12-486,"Cheese, White Cheshire",BL,Milk and milk products
554,12-507,Cornetto type ice cream cone,BP,Milk and milk products
555,12-542,"Cheesecake, fruit, individual",BR,Milk and milk products
556,12-519,"Custard, made up with semi-skimmed milk",BR,Milk and milk products
557,13-582,"Cabbage, average, raw",DG,Vegetables
558,13-187,"Cabbage, Chinese, raw",DG,Vegetables
559,13-510,"Cabbage, green, raw",DG,Vegetables
560,13-190,"Cabbage, red, raw",DG,Vegetables
561,13-509,"Cabbage, white, raw",DG,Vegetables
562,13-496,"Carrots, old, raw",DG,Vegetables
563,13-448,"Carrots, young, raw",DG,Vegetables
564,13-512,"Cauliflower, raw",DG,Vegetables
565,13-219,"Celeriac, raw",DG,Vegetables
566,13-636,"Celery, raw",DG,Vegetables
567,13-223,"Chard, Swiss, raw",DG,Vegetables
568,13-225,"Chicory, pale variety, raw",DG,Vegetables
569,13-627,"Courgette, raw",DG,Vegetables
570,13-234,"Curly kale, raw",DG,Vegetables
571,13-668,"Courgette, dried",DI,Vegetables
572,15-638,"Casserole, vegetable, homemade",DR,Vegetables
573,15-637,"Cauliflower cheese, retail",DR,Vegetables
574,15-719,"Chilli, bean and lentil, homemade",DR,Vegetables
575,15-635,"Coleslaw, not low calorie, retail",DR,Vegetables
576,15-748,"Curry, chick pea, UK type, homemade",DR,Vegetables
577,15-752,"Curry, egg, in sweet sauce, UK type, homemade",DR,Vegetables
578,15-146,"Curry, red kidney bean, Punjabi, homemade",DR,Vegetables
579,14-382,"Cherries, flesh and skin, raw",FA,Fruit
580,14-326,"Citrus fruit, soft/easy peelers, flesh only",FA,Fruit
581,14-073,Cranberries,FA,Fruit
582,14-074,Currants,FA,Fruit
583,14-813,"Chestnuts, kernel only, raw",GA,Nuts and Seeds
584,14-889,"Coconut milk, retail",GA,Nuts and Seeds
585,13-808,Caraway seeds,H,Herbs and Spices
586,13-809,"Cardamom, ground",H,Herbs and Spices
587,13-810,Celery seeds,H,Herbs and Spices
588,13-811,"Chervil, dried",H,Herbs and Spices
589,13-873,Chilli powder,H,Herbs and Spices
590,13-813,Chinese 5 spice,H,Herbs and Spices
591,13-887,"Chives, fresh",H,Herbs and Spices
592,13-874,"Cinnamon, ground",H,Herbs and Spices
593,13-816,"Cloves, dried",H,Herbs and Spices
594,13-818,"Coriander leaves, dried",H,Herbs and Spices
595,13-889,Cumin seeds,H,Herbs and Spices
596,13-876,Curry powder,H,Herbs and Spices
597,16-428,"Cod, in batter, fried in sunflower oil, takeaway",J,Fish and Fish Products
598,16-172,"Carp, raw",JA,Fish and Fish Products
599,16-007,"Catfish, raw",JA,Fish and Fish Products
600,16-011,"Chital, raw",JA,Fish and Fish Products
601,16-373,"Cod, flesh only, baked",JA,Fish and Fish Products
602,16-429,"Coley, flesh only, baked",JA,Fish and Fish Products
603,16-452,"Crab, canned in brine, drained",JK,Fish and Fish Products
604,16-441,"Crab, purchased cooked",JK,Fish and Fish Products
605,16-235,"Crayfish, raw",JK,Fish and Fish Products
606,16-404,"Calamari, coated in batter, baked",JM,Fish and Fish Products
607,16-252,"Cockles, boiled",JM,Fish and Fish Products
608,16-254,"Cuttlefish, raw",JM,Fish and Fish Products
609,16-272,"Caviare, bottled in brine, drained",JR,Fish and Fish Products
610,18-504,"Chicken breast/steak, coated, baked",MCA,Meat and meat products
611,18-501,"Chicken pieces, coated, takeaway",MCA,Meat and meat products
612,18-293,"Chicken, leg quarter, raw, meat and skin",MCA,Meat and meat products
613,18-488,"Chicken, meat, average, raw",MCA,Meat and meat products
614,18-297,"Chicken, whole, raw, meat and skin",MCA,Meat and meat products
615,18-295,"Chicken, wing quarter, raw, meat and skin",MCA,Meat and meat products
616,18-503,"Chicken/turkey pieces, coated, baked",MCA,Meat and meat products
617,19-538,Chicken slices,MI,Meat and meat products
618,19-516,Chorizo,MI,Meat and meat products
619,19-128,"Corned beef, canned",MI,Meat and meat products
620,19-296,"Curry, chicken tikka masala, retail, reheated",MIG,Meat and meat products
621,19-484,"Casserole, sausage, homemade",MR,Meat and meat products
622,19-321,"Chow mein, chicken, takeaway",MR,Meat and meat products
623,19-466,"Cornish pasty, retail",MR,Meat and meat products
624,19-477,"Coronation chicken, homemade",MR,Meat and meat products
625,17-002,Cocoa butter,OE,Fats and Oils
626,17-632,"Coffee, cappuccino, latte",P,Beverages
627,17-175,Cola,PCA,Beverages
628,17-744,Cranberry fruit juice drink,PE,Beverages
629,17-224,"Cider, sweet",QC,Alcoholic beverages
630,17-659,Chocolate spread,SC,"Sugars, preserves and snacks"
631,17-658,Chocolate covered bar with caramel and cereal,SEA,"Sugars, preserves and snacks"
632,17-763,Creme egg,SEA,"Sugars, preserves and snacks"
633,17-645,Corn snacks,SN,"Sugars, preserves and snacks"
634,17-782,"Chevda/chevra/chewra, homemade",SNC,"Sugars, preserves and snacks"
635,17-697,"Chicken soup, cream of, canned, condensed, as served",WAC,"Soups, sauces and miscellaneous foods"
636,17-719,Chilli sauce,WC,"Soups, sauces and miscellaneous foods"
637,17-773,"Cheese sauce, made with skimmed milk, homemade",WCD,"Soups, sauces and miscellaneous foods"
638,17-345,"Chutney, tomato",WCG,"Soups, sauces and miscellaneous foods"
639,17-358,Cream of tartar,WY,"Soups, sauces and miscellaneous foods"
640,11-850,"Doughnuts, ring, iced",AP,Cereals and cereal products
641,11-849,"Doughnuts, with jam",AP,Cereals and cereal products
642,11-962,"Dumplings, homemade",AT,Cereals and cereal products
643,12-398,"Desserts, dairy, chocolate",BR,Milk and milk products
644,14-077,"Damsons, flesh and skin, raw",FA,Fruit
645,14-083,"Dates, raw, flesh and skin",FA,Fruit
646,14-087,Dried mixed fruit,FA,Fruit
647,13-824,"Dill, fresh",H,Herbs and Spices
648,18-489,"Duck, meat only, raw",MCC,Meat and meat products
649,19-539,"Doner kebabs, meat only",MR,Meat and meat products
650,17-487,"Dripping, beef",OF,Fats and Oils
651,17-498,"Drinking chocolate, powder",PAA,Beverages
652,17-715,"Dressing, blue cheese",WCG,"Soups, sauces and miscellaneous foods"
653,17-701,"Dressing, French",WCG,"Soups, sauces and miscellaneous foods"
654,17-717,"Dressing, thousand island",WCG,"Soups, sauces and miscellaneous foods"
655,12-937,"Eggs, chicken, whole, raw",CA,Eggs
656,14-089,"Elderberries, whole fruit",FA,Fruit
657,16-173,"Eel, yellow, raw",JC,Fish and fish products
658,19-586,"Enchiladas, beef, homemade",MR,Meat and meat products
659,17-672,"Energy drink, carbonated",PCA,Beverages
660,11-899,"Flour, gari (cassava flour)",AA,
661,11-886,"Flour, wheat, white, plain, soft",AA,
662,11-805,Fig Rolls,AM,
663,11-814,"Flapjacks, retail",AM,
664,12-528,"Fromage frais, virtually fat free, natural",BN,
665,12-232,"Fruit fool, homemade",BR,
666,13-241,"Fennel, Florence, raw",DG,
667,13-243,"Fenugreek leaves, raw",DG,
668,15-804,"Flan, vegetable, homemade",DR,
669,15-807,"Fu-fu, yam, homemade",DR,
670,14-091,"Figs, whole green fruit, raw",FA,
671,14-336,"Fruit cocktail, canned in juice, whole contents",FA,
672,14-333,"Fruit salad, homemade",FA,
673,16-405,"Fish fingers, cod, grilled/baked",JR,
674,16-458,"Fishcakes, cod, homemade",JR,
675,19-495,Frankfurter,MI,
676,19-131,"Faggots in gravy, retail, reheated",MR,
677,17-735,"Fruit juice drink, carbonated, ready to drink",PCA,
678,17-738,"Fruit juice drink/squash, undiluted",PCC,
679,17-107,Fruit gums/jellies,SEC,
680,17-824,Fruit pastilles,SEC,
681,17-683,"Fudge, homemade",SEC,
682,11-1079,"Gingerbread, homemade",AN,Cereals and cereal products
683,12-502,Ghee made from vegetable oil,BTM,Milk and milk products
684,13-244,"Garlic, raw",DG,Vegetables
685,13-245,"Gherkins, raw",DG,Vegetables
686,13-608,"Green beans, dried",DI,Vegetables
687,14-100,"Gooseberries, cooking, raw",FA,Fruit
688,14-384,"Grapefruit, flesh only, raw",FA,Fruit
689,14-322,"Grapes, green",FA,Fruit
690,14-118,"Guava, flesh only, raw",FA,Fruit
691,13-829,Garam masala,H,Herbs and spices
692,13-830,Garlic powder,H,Herbs and spices
693,13-890,"Ginger, fresh",H,Herbs and spices
694,13-832,"Ginger, ground",H,Herbs and spices
695,17-640,"Ghee, butter",OF,Meat and meat products
696,17-745,"Grape juice, unsweetened",PE,Beverages
697,17-049,"Glucose liquid, BP",SC,"Sugars, preserves and snacks"
698,17-797,"Guacamole, homemade",WC,"Soups, sauces and miscellaneous foods"
699,17-360,Gelatine,WY,"Soups, sauces and miscellaneous foods"
700,17-724,Gravy instant granules,WY,"Soups, sauces and miscellaneous foods"
701,11-1084,"Hot cross buns, homemade",AP,Cereals and cereal products
702,13-556,Houmous,DB,Vegetables
703,13-258,"Horseradish, raw",DG,Vegetables
704,14-874,"Hazelnuts, kernel only",GA,Nuts and seeds
705,16-375,"Haddock, flesh only, raw",JA,Fish and fish products
706,16-070,"Hake, flesh only, raw",JA,Fish and fish products
707,19-496,Ham,MAA,Meat and meat products
708,19-132,"Haggis, boiled",MI,Meat and meat products
709,19-522,"Hot pot, lamb/beef with potatoes, retail, reheated",MR,Meat and meat products
710,17-731,"Horlicks, powder",PAA,Beverages
711,17-050,Honey,SC,"Sugars, preserves and snacks"
712,17-800,"Hollandaise sauce, homemade",WC,"Soups, sauces and miscellaneous foods"
713,12-508,"Ice cream, dairy, vanilla, soft scoop",BP,Milk and milk products
714,12-509,"Ice cream, non dairy, vanilla, soft scoop",BP,Milk and milk products
715,17-783,"Icing, butter, homemade",S,"Sugars, preserves and snacks"
716,17-689,"Ice cream sauce, topping, strawberry and chocolate flavours",SC,"Sugars, preserves and snacks"
717,11-739,Jaffa cakes,AM,Cereals and cereal products
718,11-846,"Jam tarts, retail",AS,Cereals and cereal products
719,12-516,"Jelly, sugar free, made with water",BR,Milk and milk products
720,17-075,"Jam, reduced sugar",SC,"Sugars, preserves and snacks"
721,12-605,"Knickerbocker glory, homemade",BP,Milk and milk products
722,12-606,"Kulfi, homemade",BP,Milk and milk products
723,13-261,"Kohl rabi, raw",DG,Vegetables
724,15-809,Khadhi,DR,Vegetables
725,14-371,"Kiwi fruit, flesh only, raw",FA,Fruit
726,14-125,"Kumquats, whole fruit, raw",FA,Fruit
727,16-081,"Kalabasu, raw",JA,Fish and fish products
728,16-186,"Katla, raw",JA,Fish and fish products
729,16-397,"Kippers, flesh only, grilled",JC,Fish and fish products
730,18-402,"Kidney, lamb, raw",MG,Meat and meat products
731,12-373,"Lassi, sweetened",BN,Milk and milk products
732,12-390,"Lollies, containing ice-cream",BP,Milk and milk products
733,12-389,"Lollies, with real fruit juice",BP,Milk and milk products
734,13-089,"Lentils, green and brown, whole, dried, raw",DB,Vegetables
735,13-624,"Leeks, raw",DG,Vegetables
736,13-520,"Lettuce, average, raw",DG,Vegetables
737,13-271,"Lotus tubers, raw",DG,Vegetables
738,15-651,"Lasagne, vegetable, retail",DR,Vegetables
739,14-128,"Lemons, whole, without pips",FA,Fruit
740,14-131,"Limes, flesh only",FA,Fruit
741,14-133,"Loganberries, raw",FA,Fruit
742,14-278,"Lemon juice, fresh, weighed as whole fruit",FC,Fruit
743,16-332,"Lobster, boiled",JK,Fish and fish products
744,18-478,"Lamb, average, raw, lean and fat",MAE,Meat and meat products
745,18-111,"Lamb, breast, raw, lean",MAE,Meat and meat products
746,18-115,"Lamb, chump chops, raw, lean and fat",MAE,Meat and meat products
747,18-481,"Lamb, mince, raw",MAE,Meat and meat products
748,18-413,"Liver, lamb, raw",MG,Meat and meat products
749,19-136,"Luncheon meat, Chinese, steamed",MI,Meat and meat products
750,17-010,Lard,OF,Fats and oils
751,17-179,Lemonade,PCA,Beverages
752,17-761,Lucozade,PCA,Beverages
753,17-751,"Lager, premium",QA,Beverages
754,17-244,"Liqueurs, high strength",QI,Beverages
755,17-777,Liquorice allsorts,SEC,"Sugars, preserves and snacks"
756,11-954,"Macaroni cheese, homemade",AD,Cereals and cereal products
757,11-780,"Muesli, Swiss style, unfortified",AI,Cereals and cereal products
758,11-737,"Muffins, American, chocolate, retail",AN,Cereals and cereal products
759,11-848,"Mince pies, retail",AS,Cereals and cereal products
760,12-512,"Milk, 1% fat, pasteurised",BA,Milk and milk products
761,12-322,"Milk, Channel islands, whole, summer",BAB,Milk and milk products
762,12-307,"Milk, skimmed, pasteurised, average",BAE,Milk and milk products
763,12-313,"Milk, semi-skimmed, pasteurised, average",BAH,Milk and milk products
764,12-596,"Milk, whole, pasteurised, average",BAK,Milk and milk products
765,12-520,"Milk, condensed, whole, sweetened",BAR,Milk and milk products
766,12-522,"Milk, evaporated, whole",BAR,Milk and milk products
767,12-524,"Milk, soya, non-dairy alternative to milk, unsweetened, fortified",BC,Milk and milk products
768,12-517,"Meringue, homemade",BR,Milk and milk products
769,12-401,"Mousse, chocolate, low fat",BR,Milk and milk products
770,12-951,"Macaroon, homemade",CDH,Eggs
771,13-273,"Mango, unripe, green flesh, raw",DG,Vegetables
772,13-505,"Mushrooms, white, raw",DG,Vegetables
773,13-298,"Mustard leaves, raw",DG,Vegetables
774,15-652,"Moussaka, vegetable, retail",DR,Vegetables
775,14-378,"Mangoes, ripe, flesh only, raw",FA,Fruit
776,14-339,"Melon, Canteloupe-type, flesh only",FA,Fruit
777,14-168,"Mulberries, whole fruit, raw",FA,Fruit
778,14-891,"Macadamia nuts, salted",G,Nuts and seeds
779,14-875,"Marzipan, white and yellow, retail",GA,Nuts and seeds
780,13-835,"Marjoram, dried",H,Herbs and Spices
781,13-836,"Mint, fresh",H,Herbs and Spices
782,13-886,Mixed curry spices,H,Herbs and Spices
783,13-884,"Mixed herbs, dried",H,Herbs and Spices
784,13-839,Mustard seeds,H,Herbs and Spices
785,16-393,"Mackerel, flesh only, raw",JC,Fish and fish products
786,16-497,"Mussels, raw",JM,Fish and fish products
787,19-605,"Meat loaf, homemade",MR,Meat and meat products
788,19-326,"Meat samosas, takeaway",MR,Meat and meat products
789,19-613,"Meatballs, pork and beef, in tomato sauce, homemade",MR,Meat and meat products
790,17-733,"Milk shake, powder",PAA,Beverages
791,17-078,Marmalade,SC,"Sugars, preserves and snacks"
792,17-651,Maltesers and similar products,SEA,"Sugars, preserves and snacks"
793,17-668,Mars bar and own brand equivalents,SEA,"Sugars, preserves and snacks"
794,17-669,Milky Way and own brand equivalents,SEA,"Sugars, preserves and snacks"
795,17-114,Marshmallows,SEC,"Sugars, preserves and snacks"
796,17-654,"Mayonnaise, standard, retail",WCG,"Soups, sauces and miscellaneous foods"
797,17-364,"Mustard, smooth",WY,"Soups, sauces and miscellaneous foods"
798,11-719,"Noodles, egg, dried, raw",AD,Cereals and cereal products
799,14-380,"Nectarines, flesh and skin, raw",FA,Fruit
800,14-880,"Nuts, mixed",GA,Nuts and seeds
801,13-877,"Nutmeg, ground",H,Herbs and Spices
802,17-814,"Nougat, homemade",SEC,"Sugars, preserves and snacks"
803,11-823,"Oatcakes, plain, retail",AM,Cereals and cereal products
804,13-300,"Okra, raw",DG,Vegetables
805,13-499,"Onions, raw",DG,Vegetables
806,14-340,"Olives, green, in brine, drained, flesh and skin",FA,Fruit
807,14-327,"Oranges, flesh only",FA,Fruit
808,14-369,"Orange juice, freshly squeezed",FC,Fruit
809,13-878,"Oregano, dried, ground",H,Herbs and Spices
810,16-259,"Octopus, raw",JM,Fish and fish products
811,16-260,"Oysters, raw",JM,Fish and fish products
812,18-419,"Oxtail, raw",MG,Meat and meat products
813,17-031,"Oil, coconut",OC,Fats and oils
814,17-039,"Oil, palm",OC,Fats and oils
815,17-044,"Oil, soya",OC,Fats and oils
816,17-045,"Oil, sunflower",OC,Fats and oils
817,17-686,"Oil, vegetable, average",OC,Fats and oils
818,17-734,"Ovaltine, powder",PAA,Beverages
819,11-936,"Pizza, cheese and tomato, retail",A,Cereals and cereal products
820,11-788,"Porridge oats, unfortified",A,Cereals and cereal products
821,11-450,"Pasta, plain, fresh, boiled",AD,Cereals and cereal products
822,11-735,"Pasta, spaghetti, canned, in tomato sauce",AD,Cereals and cereal products
823,11-998,"Papadums, takeaway",AF,Cereals and cereal products
824,11-853,"Pastry, shortcrust, retail, cooked",AO,Cereals and cereal products
825,11-844,"Pastries, chocolate eclairs, cream filled, retail",AP,Cereals and cereal products
826,11-1141,"Pancakes, sweet, made with skimmed milk, homemade",AS,Cereals and cereal products
827,11-921,"Pie, apple, pastry, double crust, retail",AS,Cereals and cereal products
828,11-847,"Pie, fruit, individual, retail",AS,Cereals and cereal products
829,11-1119,"Pudding, sponge, homemade",AS,Cereals and cereal products
830,11-1023,"Prawn crackers, takeaway",AT,Cereals and cereal products
831,12-553,"Pudding, rice, canned, low fat",BR,Milk and milk products
832,13-534,"Potatoes, old, roasted in rapeseed oil",DA,Vegetables
833,13-487,"Potato chips, oven ready, no batter, baked",DAP,Vegetables
834,13-483,"Potato wedges, retail, cooked",DAR,Vegetables
835,13-564,"Peas, canned in water, re-heated, drained",DF,Vegetables
836,13-527,"Peas, frozen, raw",DF,Vegetables
837,13-516,"Pak choi, steamed",DG,Vegetables
838,13-311,"Papaya, unripe, green flesh, raw",DG,Vegetables
839,13-312,"Parsnip, raw",DG,Vegetables
840,13-524,"Pepper, capsicum, red, raw",DG,Vegetables
841,13-323,"Plantain, green flesh, raw",DG,Vegetables
842,13-326,"Pumpkin, flesh only, raw",DG,Vegetables
843,14-365,"Pears, average, raw, flesh only",F,Fruit
844,14-188,"Peaches, canned in juice, whole contents",FA,Fruit
845,14-196,"Pears, dried",FA,Fruit
846,14-376,"Pineapple, flesh only, raw",FA,Fruit
847,14-222,"Plums, Victoria, stewed without sugar",FA,Fruit
848,14-226,"Pomegranate, flesh and pips",FA,Fruit
849,14-285,Passion fruit juice,FC,Fruit
850,14-341,Pomegranate juice drink,FC,Fruit
851,14-289,Prune juice,FC,Fruit
852,14-892,"Peanut butter, smooth",GA,Nuts and seeds
853,14-882,Peanuts and raisins,GA,Nuts and seeds
854,14-840,"Pistachio nuts, kernel only, roasted and salted",GA,Nuts and seeds
855,13-879,Paprika,H,Herbs and Spices
856,13-844,"Parsley, fresh",H,Herbs and Spices
857,13-880,"Pepper, black",H,Herbs and Spices
858,16-378,"Pollock, Alaskan, flesh only, raw",JA,Fish and fish products
859,16-387,"Prawns, king, raw",JK,Fish and fish products
860,18-609,"Pork, spare ribs, raw, lean and fat",MAG,Meat and meat products
861,17-234,Port,QF,Alcoholic beverages
862,17-117,Peppermints,SEC,"Sugars, preserves and snacks"
863,17-692,"Popcorn, salted, retail",SN,"Sugars, preserves and snacks"
864,17-132,Pork scratchings,SN,"Sugars, preserves and snacks"
865,17-693,"Potato crisps, low fat",SN,"Sugars, preserves and snacks"
866,17-623,"Pesto, red",WC,"Soups, sauces and miscellaneous foods"
867,17-718,"Pickle, sweet",WCG,"Soups, sauces and miscellaneous foods"
868,17-702,Piccalilli,WCN,"Soups, sauces and miscellaneous foods"
869,12-949,"Quiche, vegetable, retail",CD,Eggs
870,15-262,Quorn korma,DR,Vegetables
871,14-843,"Quinoa, raw",GA,Nuts and seeds
872,11-866,"Rice, brown, basmati, raw",AC,Cereals and cereal products
873,11-870,"Rice, brown, easy cook, raw",AC,Cereals and cereal products
874,11-874,"Rice, Thai fragrant, raw",AC,Cereals and cereal products
875,11-863,"Rice, white, long grain, easy cook, raw",AC,Cereals and cereal products
876,11-940,Rusks,AK,Cereals and cereal products
877,11-999,"Risotto, plain, homemade",AT,Cereals and cereal products
878,12-595,"Raita, yogurt and gram flour, homemade",BV,Milk and milk products
879,13-332,"Radish leaves, raw",DG,Vegetables
880,13-522,"Rocket, raw",DG,Vegetables
881,15-869,"Roulade, spinach",DR,Vegetables
882,14-393,"Raisins, dried",FA,Fruit
883,14-375,"Raspberries, raw",FA,Fruit
884,14-249,"Redcurrants, raw",FA,Fruit
885,14-252,"Rhubarb, stems only, raw",FA,Fruit
886,13-892,"Rosemary, fresh",H,Herbs and spices
887,18-387,"Rabbit, raw, meat only",MEC,Meat and meat products
888,17-354,"Relish, tomato based",WCN,"Soups, sauces and miscellaneous foods"
889,11-903,"Semolina, raw",AA,Cereals and cereal products
890,11-955,"Sandwich, white bread, bacon, lettuce and tomato",AB,Cereals and cereal products
891,11-802,Shortbread,AM,Cereals and cereal products
892,11-544,"Scotch pancakes, retail",AP,Cereals and cereal products
893,11-919,"Strudel, fruit filled, retail, frozen",AS,Cereals and cereal products
894,17-371,"Stuffing mix, dried",AT,Cereals and cereal products
895,13-521,"Spinach, baby, raw",DG,Vegetables
896,13-359,"Swede, flesh only, raw",DG,Vegetables
897,13-672,"Sweet potato, baked",DG,Vegetables
898,13-529,"Sweetcorn kernels, canned in water, drained",DG,Vegetables
899,13-622,"Sweetcorn, kernels, raw",DG,Vegetables
900,15-872,"Salad, pasta, vegetables and mayonnaise",DR,Vegetables
901,15-883,"Shepherd's pie, vegetable",DR,Vegetables
902,15-617,"Sushi, vegetable",DR,Vegetables
903,14-059,Star fruit,FA,Fruit
904,14-324,"Strawberries, raw",FA,Fruit
905,14-845,Sunflower seeds,GA,Nuts and seeds
906,13-852,Saffron,H,Herbs and spices
907,13-854,"Sage, dried, ground",H,Herbs and spices
908,17-236,"Sherry, medium",QF,Alcoholic beverages
909,17-247,"Spirits, 40% volume",QK,Alcoholic beverages
910,17-060,"Sugar, brown",SC,"Sugars, preserves and snacks"
911,17-062,"Sugar, icing",SC,"Sugars, preserves and snacks"
912,17-063,"Sugar, white",SC,"Sugars, preserves and snacks"
913,17-065,"Syrup, golden",SC,"Sugars, preserves and snacks"
914,17-096,Smartie-type sweets,SEA,"Sugars, preserves and snacks"
915,17-711,"Soup, minestrone, canned",WA,"Soups, sauces and miscellaneous foods"
916,17-695,"Soup, chicken, cream of, canned",WAC,"Soups, sauces and miscellaneous foods"
917,17-652,"Soup, cream of tomato, canned",WAC,"Soups, sauces and miscellaneous foods"
918,17-698,"Soup, lentil, canned",WAC,"Soups, sauces and miscellaneous foods"
919,17-700,"Soup, oxtail, canned",WAC,"Soups, sauces and miscellaneous foods"
920,17-712,"Soup, vegetable, canned",WAC,"Soups, sauces and miscellaneous foods"
921,17-653,"Soup, instant, dried, as purchased",WAE,"Soups, sauces and miscellaneous foods"
922,17-628,"Sauce, Chinese cook in, sweet & sour",WC,"Soups, sauces and miscellaneous foods"
923,17-629,"Sauce, Chinese stir fry",WC,"Soups, sauces and miscellaneous foods"
924,17-703,Salad cream,WCG,"Soups, sauces and miscellaneous foods"
925,17-336,"Sauce, sweet and sour, take-away",WCN,"Soups, sauces and miscellaneous foods"
926,17-721,"Soy sauce, light and dark varieties",WCN,"Soups, sauces and miscellaneous foods"
927,17-367,Salt,WY,"Soups, sauces and miscellaneous foods"
928,17-515,"Stock cubes, beef",WY,"Soups, sauces and miscellaneous foods"
929,17-680,Stock gel,WY,"Soups, sauces and miscellaneous foods"
930,17-681,"Stock, chicken, ready made, retail",WY,"Soups, sauces and miscellaneous foods"
931,11-925,"Tortilla, wheat, soft",AF,
932,11-845,"Tarts, bakewell, iced, retail",AS,
933,12-547,Tzatziki,BN,
934,13-570,"Tofu, soya bean, steamed",DB,
935,13-530,"Tomatoes, canned, whole contents",DG,
936,13-517,"Tomatoes, standard, raw",DG,
937,13-389,"Turnip, flesh only, raw",DG,
938,14-847,Tahini paste,GA,
939,14-848,Tigernuts,GA,
940,14-849,Trail mix,GA,
941,13-858,"Tarragon, dried, ground",H,
942,13-883,"Thyme, dried, ground",H,
943,13-861,"Turmeric, ground",H,
944,16-154,"Tilapia, raw",JA,
945,16-224,"Trout, brown, raw",JC,
946,16-416,"Tuna, canned in brine, drained",JC,
947,18-352,"Turkey, whole, raw",MCO,
948,18-423,"Tongue, lamb, raw",MG,
949,18-428,"Tripe, dressed, raw",MG,
950,17-644,Tortilla chips fried in sunflower oil,SN,
951,17-694,Twiglets,SN,
952,17-722,Tartare sauce,WCN,
953,17-709,Tomato ketchup,WCN,
954,13-543,"Vegetables, mixed, frozen, boiled in unsalted water",DG,Vegetables
955,15-656,"Vegeburger, retail, grilled",DR,Vegetables
956,15-345,"Vegetable stir fry mix, fried in sunflower oil",DR,Vegetables
957,18-390,"Venison, meat only, raw",MEE,Meat and meat products
958,17-239,"Vermouth, dry",QG,Alcoholic beverages
959,17-339,Vinegar,WY,"Soups, sauces and miscellaneous foods"
960,11-800,"Wafers, plain ice cream wafers, not filled",AM,Cereals and cereal products
961,13-673,"Watercress, raw",DG, Vegetables
962,14-268,"Whitecurrants, raw",FA, Fruit
963,14-879,"Walnuts, kernel only",GA,Nuts and seeds
964,16-231,"Whitebait, in flour, fried",JC,Fish and fish products
965,17-752,"Wine, red",QE,Alcoholic beverages
966,17-756,"Wine, white, medium",QE,Alcoholic beverages
